"","site_code","Date","mean_Salinity","sd_Salinity","SE_Salinity","mean_DOX","sd_DOX","SE_DOX","mean_TURB","sd_TURB","SE_TURB","mean_CPHL","sd_CPHL","SE_CPHL","mean_CNDC","sd_CNDC","SE_CNDC","mean_DESC","sd_DESC","SE_DESC","mean_TEMP","sd_TEMP","SE_TEMP"
"11","NRSNSI",2015-08-17,35.6843833333333,0.00280210306898118,0.000511591686445148,NA,NA,NA,0.112046666666667,0.0436910606601533,0.00797685982829751,0.23152,0.00968626471545823,0.00176846189420761,4.91534,0.00693957168508357,0.00126698665044814,0.521366666666667,0.128614495706149,0.0234816868401365,20.3816,0.0670279509376241,0.0122375735706288
"12","NRSNSI",2015-09-07,35.62059,0.0200465036937827,0.0036599740907318,NA,NA,NA,0.319196666666667,0.199601484831968,0.0364420785846647,0.305473333333333,0.044465569270782,0.00811826510730528,4.88845333333333,0.0516226075396759,0.00942495554223892,0.5504,0.114113555059317,0.0208341894076986,20.1962266666667,0.480761071157212,0.0877745611477171
"13","NRSNSI",2015-10-27,35.6333266666667,0.01171677057229,0.00213917984785197,58.3697033333333,0.260697596623094,0.047596651452617,0.00152666666666667,0.0063264051639814,0.00115503827207659,0.228263333333333,0.0583211470686431,0.010647935943024,5.17554333333333,0.0190732468952309,0.00348228252312778,0.497833333333333,0.143280550291915,0.0261593298155451,22.9391066666667,0.182196856275792,0.0332644426962594
"14","NRSNSI",2015-11-19,35.45779,0.00240450009142378,0.000438999646532013,5100.89192666667,538.7122925081,98.3549582040025,0.23315,0.0899198445743533,0.0164170424135773,0.14312,0.0590900680142698,0.0107883210586434,5.28772,0.00952631201933131,0.00173925866094012,0.544033333333333,0.143978083421565,0.0262866813587839,24.2251866666667,0.0917468658990532,0.0167506093444376
"15","NRSNSI",2015-12-16,35.5352666666667,0.0104202168662765,0.00190246261058515,5245.87877666667,513.189271572179,93.6951134365756,0.217983333333333,0.00618340846377506,0.00112893076595932,0.15041,0.009922226877415,0.00181154249381475,5.43009,0.0448876401850143,0.00819532436083589,0.5788,0.164328812509218,0.0300021991531119,25.47402,0.430621957894264,0.0786204533652428
"16","NRSNSI",2016-01-20,35.5890866666667,0.00556328688093145,0.0010157125728529,0,0,0,0.234676666666667,0.0204874172205238,0.00374047351890023,0.192583333333333,0.0191744277140393,0.00350075552874385,5.46276333333333,0.0130699572152779,0.00238623679747838,0.5973,0.200918434299542,0.0366825195614929,25.7130633333333,0.119228706573813,0.0217680840308806
"17","NRSNSI",2016-03-18,35.51484,0.0187999009535172,0.00343237661036809,5390.88178,521.398207813996,95.1938532874974,0.33514,0.14480698592407,0.0264380175583154,0.2484,0.0966847525689048,0.0176521399829316,5.53162,0.0346867300473727,0.00633290149767943,0.828733333333333,0.324286158575537,0.0592062813795063,26.4554566666667,0.335867692221447,0.0613207704556297
"18","NRSNSI",2016-04-12,35.5408466666667,0.000969085360936974,0.000176929970777739,NA,NA,NA,0.261413333333333,0.0126954168578823,0.0023178553966645,0.147033333333333,0.0108502767590106,0.00198098044536139,5.51994666666667,0.00154154721500573,0.000281446727705968,0.5385,0.123663545209545,0.0225777710841092,26.3124233333333,0.0145639536914409,0.00265900198775428
"19","NRSNSI",2016-06-23,35.7291285714286,0.00208110674666274,0.000393292207389166,NA,NA,NA,0.374221428571429,0.0339210887878067,0.00641048322379128,0.251253571428571,0.0124156556528846,0.00234633837295328,5.12170357142857,0.00310703885978113,0.000587175152628183,0.716571428571429,0.0819441673387836,0.0154859920121916,22.3082178571429,0.0290512198197574,0.00549016449472491
"20","NRSNSI",2016-07-20,35.7236733333333,0.00663236231557516,0.00121089814992924,NA,NA,NA,0.337423333333333,0.0407980026838141,0.00744866212369377,0.211916666666667,0.0124342154012096,0.00227016675337355,5.02924333333333,0.0271676999309884,0.00496012069591129,0.5753,0.106320643857836,0.0194114049898033,21.4307533333333,0.271429021309799,0.0495559325776425
"21","NRSNSI",2016-08-22,35.7166133333333,0.00366735207804868,0.000669563819820236,NA,NA,NA,0.307076666666667,0.04338969910596,0.00792183898789868,0.233613333333333,0.0110967138140652,0.00202597349004756,5.01947,0.00631796289735972,0.00115349693212154,0.7038,0.195713266690382,0.0357321903231156,21.3456133333333,0.0680613249505398,0.0124262409896999
"22","NRSNSI",2016-09-20,35.71867,0.0518863024247291,0.00947309942118638,NA,NA,NA,0.330263333333333,0.0514063761195742,0.00938547726676189,0.24322,0.0401936038829992,0.0073383145047153,4.97004,0.0817270756637708,0.0149212542999929,0.619033333333333,0.147023451878599,0.0268426870253947,20.86582,0.73262022781718,0.133757541620014
"23","NRSNSI",2016-10-20,35.7002233333333,0.00694335123962348,0.00126767669954108,NA,NA,NA,0.322046666666667,0.1494612595021,0.0272877677674778,0.233956666666667,0.0484498865400852,0.00884569858885686,5.13774666666667,0.0546387303162758,0.00997562170255522,1.1759,0.327690807800953,0.0598278824398907,22.4961,0.519729754710113,0.0948892368204519
"24","NRSNSI",2016-11-16,35.7008033333333,0.102881181829879,0.0187834480103384,4962.41891666667,425.203183695725,77.6311250777206,0.249186666666667,0.0378650847573086,0.00691318702114097,0.19828,0.021045835037218,0.00384242619713896,5.22254,0.125367706340602,0.0228889069151437,0.628666666666667,0.188507080875573,0.0344165268150007,23.30158,1.16322806030282,0.212375416050278
"25","NRSNSI",2016-12-15,35.70281,0.056856706455488,0.0103805668903735,4808.99485333333,332.974014456429,60.7924595936125,0.880993333333333,0.93080518978642,0.1699409996963,0.42807,0.197504949130482,0.0360593052858919,5.15142666666667,0.16769723525641,0.0306171861937288,0.5896,0.164850109556196,0.0300973745370421,22.61574,1.54031755203382,0.28122222299002
"26","NRSNSI",2017-01-17,35.71548,0.0251404660752893,0.00459000012520977,5229.52497,431.751457549663,78.8266708452283,0.242373333333333,0.0663852078108667,0.0121202252675599,0.184143333333333,0.0279525667605991,0.0051034171183164,5.51253,0.145045783853903,0.0264816158959337,0.688233333333333,0.178379232464748,0.0325674431371335,26.01295,1.33762963245462,0.244216641094247
